OBJECTNUMMER;Soort;Industrielawaai;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"50DB";"Schinkel";"POLYGON((4.836694 52.345748,4.837991 52.345773,4.839903 52.346012,4.841953 52.346059,4.842704 52.346293,4.843459 52.346472,4.844421 52.346532,4.845055 52.346461,4.846103 52.346302,4.847323 52.345988,4.848337 52.345681,4.849186 52.345288,4.850069 52.344627,4.847177 52.337516,4.842851 52.337413,4.842184 52.337724,4.841755 52.338001,4.841427 52.338325,4.841034 52.338861,4.840569 52.339637,4.837365 52.339637,4.836715 52.340377,4.836664 52.345748,4.836694 52.345748))";"POLYGON((52.345748 4.836694,52.345773 4.837991,52.346012 4.839903,52.346059 4.841953,52.346293 4.842704,52.346472 4.843459,52.346532 4.844421,52.346461 4.845055,52.346302 4.846103,52.345988 4.847323,52.345681 4.848337,52.345288 4.849186,52.344627 4.850069,52.337516 4.847177,52.337413 4.842851,52.337724 4.842184,52.338001 4.841755,52.338325 4.841427,52.338861 4.841034,52.339637 4.840569,52.339637 4.837365,52.340377 4.836715,52.345748 4.836664,52.345748 4.836694))";4.8433665;52.3419725;
2;"50DB";"Johan van Hasseltkanaal oost";"POLYGON((4.928992 52.393742,4.929086 52.393879,4.929651 52.393722,4.930852 52.39367,4.931981 52.39359,4.933332 52.393451,4.935325 52.393183,4.936145 52.393191,4.936949 52.393277,4.937717 52.393395,4.938253 52.393956,4.939112 52.393719,4.939986 52.393491,4.94022 52.393739,4.941947 52.393191,4.942241 52.393205,4.94352 52.392793,4.943647 52.392824,4.945333 52.392321,4.945642 52.392067,4.946033 52.392076,4.946418 52.391965,4.94637 52.39191,4.948469 52.391286,4.948163 52.39084,4.948555 52.390724,4.948683 52.390731,4.948887 52.39066,4.949141 52.390215,4.949361 52.390121,4.950885 52.390409,4.951609 52.389128,4.95221 52.388877,4.952936 52.388506,4.953634 52.388075,4.954235 52.387662,4.954755 52.387209,4.955357 52.386521,4.955753 52.38649,4.955704 52.386162,4.95634 52.385465,4.956884 52.38505,4.957991 52.384284,4.958338 52.383846,4.958499 52.383457,4.958577 52.382712,4.958524 52.382032,4.958279 52.381282,4.958073 52.3808,4.957015 52.379726,4.956279 52.379,4.955665 52.378491,4.954619 52.377917,4.953762 52.377575,4.951574 52.376879,4.950042 52.376469,4.948733 52.376155,4.946522 52.375833,4.942716 52.375643,4.940881 52.375413,4.939481 52.375265,4.938908 52.375293,4.938011 52.375451,4.93675 52.375624,4.935963 52.375695,4.934098 52.37582,4.931845 52.375905,4.928878 52.376068,4.927047 52.376387,4.925625 52.376807,4.924396 52.377385,4.923651 52.377777,4.92288 52.378057,4.921397 52.378522,4.917356 52.380009,4.916829 52.380364,4.91651 52.38084,4.916162 52.381624,4.915966 52.382227,4.917518 52.382619,4.917306 52.38344,4.917815 52.383492,4.917493 52.384683,4.918256 52.38518,4.918292 52.385342,4.918429 52.385504,4.9187 52.38568,4.918419 52.386036,4.918721 52.386132,4.918698 52.386262,4.919816 52.386421,4.919667 52.386998,4.920477 52.386913,4.920589 52.387333,4.919095 52.387913,4.919764 52.388569,4.920262 52.388785,4.920767 52.388592,4.92134 52.389265,4.921564 52.389497,4.922292 52.390223,4.922535 52.390413,4.923017 52.390757,4.923567 52.391082,4.924187 52.391395,4.924636 52.391582,4.924562 52.391831,4.925102 52.391875,4.925056 52.392257,4.925738 52.392313,4.926189 52.39269,4.9263 52.392632,4.927084 52.393207,4.927516 52.393601,4.927935 52.393474,4.928073 52.393646,4.92824 52.393908,4.928979 52.393739,4.928992 52.393742))";"POLYGON((52.393742 4.928992,52.393879 4.929086,52.393722 4.929651,52.39367 4.930852,52.39359 4.931981,52.393451 4.933332,52.393183 4.935325,52.393191 4.936145,52.393277 4.936949,52.393395 4.937717,52.393956 4.938253,52.393719 4.939112,52.393491 4.939986,52.393739 4.94022,52.393191 4.941947,52.393205 4.942241,52.392793 4.94352,52.392824 4.943647,52.392321 4.945333,52.392067 4.945642,52.392076 4.946033,52.391965 4.946418,52.39191 4.94637,52.391286 4.948469,52.39084 4.948163,52.390724 4.948555,52.390731 4.948683,52.39066 4.948887,52.390215 4.949141,52.390121 4.949361,52.390409 4.950885,52.389128 4.951609,52.388877 4.95221,52.388506 4.952936,52.388075 4.953634,52.387662 4.954235,52.387209 4.954755,52.386521 4.955357,52.38649 4.955753,52.386162 4.955704,52.385465 4.95634,52.38505 4.956884,52.384284 4.957991,52.383846 4.958338,52.383457 4.958499,52.382712 4.958577,52.382032 4.958524,52.381282 4.958279,52.3808 4.958073,52.379726 4.957015,52.379 4.956279,52.378491 4.955665,52.377917 4.954619,52.377575 4.953762,52.376879 4.951574,52.376469 4.950042,52.376155 4.948733,52.375833 4.946522,52.375643 4.942716,52.375413 4.940881,52.375265 4.939481,52.375293 4.938908,52.375451 4.938011,52.375624 4.93675,52.375695 4.935963,52.37582 4.934098,52.375905 4.931845,52.376068 4.928878,52.376387 4.927047,52.376807 4.925625,52.377385 4.924396,52.377777 4.923651,52.378057 4.92288,52.378522 4.921397,52.380009 4.917356,52.380364 4.916829,52.38084 4.91651,52.381624 4.916162,52.382227 4.915966,52.382619 4.917518,52.38344 4.917306,52.383492 4.917815,52.384683 4.917493,52.38518 4.918256,52.385342 4.918292,52.385504 4.918429,52.38568 4.9187,52.386036 4.918419,52.386132 4.918721,52.386262 4.918698,52.386421 4.919816,52.386998 4.919667,52.386913 4.920477,52.387333 4.920589,52.387913 4.919095,52.388569 4.919764,52.388785 4.920262,52.388592 4.920767,52.389265 4.92134,52.389497 4.921564,52.390223 4.922292,52.390413 4.922535,52.390757 4.923017,52.391082 4.923567,52.391395 4.924187,52.391582 4.924636,52.391831 4.924562,52.391875 4.925102,52.392257 4.925056,52.392313 4.925738,52.39269 4.926189,52.392632 4.9263,52.393207 4.927084,52.393601 4.927516,52.393474 4.927935,52.393646 4.928073,52.393908 4.92824,52.393739 4.928979,52.393742 4.928992))";4.9372715;52.3846105;
3;"50DB";"Cruquius";"POLYGON((4.944698 52.367498,4.944649 52.368486,4.944843 52.370297,4.944972 52.37078,4.945257 52.371169,4.945846 52.371771,4.946339 52.372318,4.947524 52.372515,4.94834 52.372667,4.949647 52.372877,4.950639 52.373051,4.951894 52.373221,4.952159 52.373253,4.953104 52.373279,4.954018 52.373295,4.955386 52.373174,4.956542 52.372964,4.957496 52.372798,4.9581 52.372647,4.958834 52.372414,4.959132 52.372252,4.959364 52.372046,4.959468 52.371843,4.959579 52.371584,4.959677 52.371132,4.959707 52.370766,4.959759 52.370342,4.959823 52.369981,4.959854 52.369572,4.959799 52.368533,4.959648 52.36732,4.959565 52.367142,4.95948 52.367005,4.959281 52.366733,4.9588 52.366329,4.95868 52.366239,4.958585 52.36618,4.958445 52.366122,4.958241 52.366058,4.957403 52.365993,4.956617 52.365906,4.954822 52.365732,4.951592 52.365437,4.950173 52.365411,4.948701 52.365427,4.948582 52.365416,4.947177 52.365421,4.946406 52.365465,4.946135 52.365505,4.94566 52.365659,4.945206 52.366123,4.944985 52.366309,4.944828 52.366686,4.944741 52.366997,4.944704 52.367313,4.944698 52.367504,4.944698 52.367498))";"POLYGON((52.367498 4.944698,52.368486 4.944649,52.370297 4.944843,52.37078 4.944972,52.371169 4.945257,52.371771 4.945846,52.372318 4.946339,52.372515 4.947524,52.372667 4.94834,52.372877 4.949647,52.373051 4.950639,52.373221 4.951894,52.373253 4.952159,52.373279 4.953104,52.373295 4.954018,52.373174 4.955386,52.372964 4.956542,52.372798 4.957496,52.372647 4.9581,52.372414 4.958834,52.372252 4.959132,52.372046 4.959364,52.371843 4.959468,52.371584 4.959579,52.371132 4.959677,52.370766 4.959707,52.370342 4.959759,52.369981 4.959823,52.369572 4.959854,52.368533 4.959799,52.36732 4.959648,52.367142 4.959565,52.367005 4.95948,52.366733 4.959281,52.366329 4.9588,52.366239 4.95868,52.36618 4.958585,52.366122 4.958445,52.366058 4.958241,52.365993 4.957403,52.365906 4.956617,52.365732 4.954822,52.365437 4.951592,52.365411 4.950173,52.365427 4.948701,52.365416 4.948582,52.365421 4.947177,52.365465 4.946406,52.365505 4.946135,52.365659 4.94566,52.366123 4.945206,52.366309 4.944985,52.366686 4.944828,52.366997 4.944741,52.367313 4.944704,52.367504 4.944698,52.367498 4.944698))";4.9522515;52.369353;
4;"50DB";"Schiphol";"POLYGON((4.70981 52.36519,4.710965 52.366103,4.711099 52.367864,4.715246 52.365502,4.714563 52.355499,4.713819 52.354859,4.713173 52.347559,4.713514 52.347561,4.713575 52.347408,4.714967 52.346617,4.715105 52.3464,4.714327 52.337767,4.715836 52.336934,4.715826 52.336802,4.715714 52.336707,4.715956 52.33656,4.715956 52.336332,4.715357 52.335868,4.715338 52.335505,4.713391 52.334108,4.719006 52.33105,4.72261 52.333571,4.725082 52.335144,4.727931 52.336777,4.731163 52.338471,4.734916 52.340488,4.738331 52.342074,4.743243 52.343742,4.748306 52.345362,4.752254 52.34624,4.755507 52.346852,4.75946 52.347396,4.763894 52.347707,4.766168 52.347617,4.768517 52.347377,4.77007 52.347071,4.771719 52.346645,4.772573 52.346355,4.77344 52.346024,4.774586 52.345659,4.775891 52.345407,4.777213 52.345129,4.779023 52.344813,4.783377 52.344455,4.788116 52.344288,4.790487 52.344247,4.792774 52.344359,4.799949 52.344421,4.803911 52.344298,4.807292 52.344076,4.812304 52.343792,4.81553 52.343498,4.817983 52.343011,4.820851 52.342167,4.823476 52.341196,4.825209 52.340396,4.826945 52.339434,4.8284 52.338594,4.830748 52.337131,4.832317 52.335835,4.834093 52.334146,4.835085 52.333269,4.836316 52.331836,4.837135 52.330635,4.838388 52.327728,4.840037 52.323051,4.841021 52.318799,4.841256 52.315471,4.841209 52.307624,4.840491 52.305099,4.839588 52.303045,4.837833 52.300402,4.834767 52.297439,4.832155 52.295334,4.830276 52.293661,4.828162 52.291214,4.825871 52.287767,4.82492 52.286255,4.823677 52.284467,4.82196 52.282351,4.821396 52.28182,4.820517 52.281174,4.819301 52.280464,4.817906 52.279872,4.815369 52.278992,4.810957 52.2784,4.803051 52.278112,4.798313 52.278151,4.792555 52.278516,4.791929 52.277884,4.790615 52.276694,4.785662 52.273308,4.779351 52.269875,4.77338 52.267181,4.766409 52.266788,4.761296 52.267088,4.758493 52.267388,4.753169 52.268276,4.747635 52.269331,4.74327 52.270301,4.737025 52.272291,4.728495 52.275358,4.725214 52.277005,4.722828 52.278466,4.720158 52.280686,4.718395 52.282376,4.716184 52.284516,4.714249 52.286859,4.712433 52.289923,4.708887 52.297025,4.708561 52.298088,4.708319 52.299704,4.708037 52.30079,4.707816 52.302136,4.707921 52.303393,4.707995 52.304668,4.708464 52.306459,4.709139 52.308013,4.709479 52.30909,4.708505 52.311919,4.707886 52.313856,4.707502 52.31665,4.708032 52.320534,4.709048 52.323165,4.710553 52.325444,4.709809 52.325476,4.709226 52.325121,4.708352 52.32517,4.707878 52.325205,4.707096 52.325581,4.706389 52.32562,4.706208 52.325757,4.70833 52.34931,4.70981 52.36519))";"POLYGON((52.36519 4.70981,52.366103 4.710965,52.367864 4.711099,52.365502 4.715246,52.355499 4.714563,52.354859 4.713819,52.347559 4.713173,52.347561 4.713514,52.347408 4.713575,52.346617 4.714967,52.3464 4.715105,52.337767 4.714327,52.336934 4.715836,52.336802 4.715826,52.336707 4.715714,52.33656 4.715956,52.336332 4.715956,52.335868 4.715357,52.335505 4.715338,52.334108 4.713391,52.33105 4.719006,52.333571 4.72261,52.335144 4.725082,52.336777 4.727931,52.338471 4.731163,52.340488 4.734916,52.342074 4.738331,52.343742 4.743243,52.345362 4.748306,52.34624 4.752254,52.346852 4.755507,52.347396 4.75946,52.347707 4.763894,52.347617 4.766168,52.347377 4.768517,52.347071 4.77007,52.346645 4.771719,52.346355 4.772573,52.346024 4.77344,52.345659 4.774586,52.345407 4.775891,52.345129 4.777213,52.344813 4.779023,52.344455 4.783377,52.344288 4.788116,52.344247 4.790487,52.344359 4.792774,52.344421 4.799949,52.344298 4.803911,52.344076 4.807292,52.343792 4.812304,52.343498 4.81553,52.343011 4.817983,52.342167 4.820851,52.341196 4.823476,52.340396 4.825209,52.339434 4.826945,52.338594 4.8284,52.337131 4.830748,52.335835 4.832317,52.334146 4.834093,52.333269 4.835085,52.331836 4.836316,52.330635 4.837135,52.327728 4.838388,52.323051 4.840037,52.318799 4.841021,52.315471 4.841256,52.307624 4.841209,52.305099 4.840491,52.303045 4.839588,52.300402 4.837833,52.297439 4.834767,52.295334 4.832155,52.293661 4.830276,52.291214 4.828162,52.287767 4.825871,52.286255 4.82492,52.284467 4.823677,52.282351 4.82196,52.28182 4.821396,52.281174 4.820517,52.280464 4.819301,52.279872 4.817906,52.278992 4.815369,52.2784 4.810957,52.278112 4.803051,52.278151 4.798313,52.278516 4.792555,52.277884 4.791929,52.276694 4.790615,52.273308 4.785662,52.269875 4.779351,52.267181 4.77338,52.266788 4.766409,52.267088 4.761296,52.267388 4.758493,52.268276 4.753169,52.269331 4.747635,52.270301 4.74327,52.272291 4.737025,52.275358 4.728495,52.277005 4.725214,52.278466 4.722828,52.280686 4.720158,52.282376 4.718395,52.284516 4.716184,52.286859 4.714249,52.289923 4.712433,52.297025 4.708887,52.298088 4.708561,52.299704 4.708319,52.30079 4.708037,52.302136 4.707816,52.303393 4.707921,52.304668 4.707995,52.306459 4.708464,52.308013 4.709139,52.30909 4.709479,52.311919 4.708505,52.313856 4.707886,52.31665 4.707502,52.320534 4.708032,52.323165 4.709048,52.325444 4.710553,52.325476 4.709809,52.325121 4.709226,52.32517 4.708352,52.325205 4.707878,52.325581 4.707096,52.32562 4.706389,52.325757 4.706208,52.34931 4.70833,52.36519 4.70981))";4.773732;52.317326;
5;"50DB";"Amstel III / Amstel Businesspark";"POLYGON((4.935357 52.325043,4.93131 52.323334,4.925847 52.321013,4.921995 52.322464,4.917243 52.323245,4.914579 52.324381,4.910119 52.330764,4.909163 52.333768,4.910492 52.336085,4.910151 52.336495,4.91083 52.336291,4.911432 52.33536,4.912305 52.332901,4.911884 52.332744,4.911981 52.330602,4.913758 52.330716,4.917575 52.331569,4.916456 52.333544,4.923871 52.335398,4.925786 52.33531,4.927693 52.335913,4.928677 52.334879,4.929151 52.334496,4.93042 52.333156,4.931085 52.332563,4.933175 52.330582,4.932556 52.32868,4.933339 52.328596,4.933228 52.328002,4.933559 52.327495,4.935357 52.325043))";"POLYGON((52.325043 4.935357,52.323334 4.93131,52.321013 4.925847,52.322464 4.921995,52.323245 4.917243,52.324381 4.914579,52.330764 4.910119,52.333768 4.909163,52.336085 4.910492,52.336495 4.910151,52.336291 4.91083,52.33536 4.911432,52.332901 4.912305,52.332744 4.911884,52.330602 4.911981,52.330716 4.913758,52.331569 4.917575,52.333544 4.916456,52.335398 4.923871,52.33531 4.925786,52.335913 4.927693,52.334879 4.928677,52.334496 4.929151,52.333156 4.93042,52.332563 4.931085,52.330582 4.933175,52.32868 4.932556,52.328596 4.933339,52.328002 4.933228,52.327495 4.933559,52.325043 4.935357))";4.92226;52.328754;
6;"50DB";"Nuon (Diemen)";"POLYGON((5.027585 52.348788,5.029298 52.348425,5.030963 52.347835,5.033277 52.346363,5.034806 52.34482,5.036116 52.343423,5.037299 52.342007,5.038214 52.339946,5.038507 52.338399,5.038351 52.336782,5.037523 52.334922,5.036582 52.333268,5.034406 52.331507,5.030657 52.329879,5.025689 52.328893,5.020607 52.328221,5.015557 52.327995,5.010287 52.328651,5.005613 52.330455,5.003299 52.331823,5.00172 52.332779,5.001206 52.333639,5.000352 52.334978,5.000286 52.336591,5.000566 52.336661,5.000711 52.33781,5.000821 52.338417,5.001375 52.339684,5.002462 52.340953,5.001503 52.341483,5.00223 52.341881,5.003328 52.341967,5.003998 52.341904,5.005173 52.342389,5.00674 52.343116,5.007743 52.343979,5.008199 52.344796,5.008459 52.345598,5.010721 52.347153,5.013012 52.348536,5.013852 52.348866,5.015101 52.34727,5.016355 52.348444,5.020951 52.34949,5.02268 52.349471,5.024013 52.349396,5.026022 52.349106,5.027585 52.348788))";"POLYGON((52.348788 5.027585,52.348425 5.029298,52.347835 5.030963,52.346363 5.033277,52.34482 5.034806,52.343423 5.036116,52.342007 5.037299,52.339946 5.038214,52.338399 5.038507,52.336782 5.038351,52.334922 5.037523,52.333268 5.036582,52.331507 5.034406,52.329879 5.030657,52.328893 5.025689,52.328221 5.020607,52.327995 5.015557,52.328651 5.010287,52.330455 5.005613,52.331823 5.003299,52.332779 5.00172,52.333639 5.001206,52.334978 5.000352,52.336591 5.000286,52.336661 5.000566,52.33781 5.000711,52.338417 5.000821,52.339684 5.001375,52.340953 5.002462,52.341483 5.001503,52.341881 5.00223,52.341967 5.003328,52.341904 5.003998,52.342389 5.005173,52.343116 5.00674,52.343979 5.007743,52.344796 5.008199,52.345598 5.008459,52.347153 5.010721,52.348536 5.013012,52.348866 5.013852,52.34727 5.015101,52.348444 5.016355,52.34949 5.020951,52.349471 5.02268,52.349396 5.024013,52.349106 5.026022,52.348788 5.027585))";5.0193965;52.3387425;
7;"50DB";"AMC Zuidoost";"POLYGON((4.951897 52.28941,4.947822 52.293961,4.959821 52.298064,4.966402 52.290854,4.958835 52.288216,4.955219 52.288121,4.951897 52.28941))";"POLYGON((52.28941 4.951897,52.293961 4.947822,52.298064 4.959821,52.290854 4.966402,52.288216 4.958835,52.288121 4.955219,52.28941 4.951897))";4.957112;52.2930925;
8;"50DB";"Cornelis Douwes";"POLYGON((4.896064 52.408688,4.895578 52.407564,4.895358 52.405702,4.894881 52.404964,4.895095 52.403966,4.892704 52.401981,4.886316 52.398518,4.885474 52.399164,4.881911 52.39734,4.881295 52.397412,4.880789 52.397485,4.880289 52.397568,4.879425 52.397741,4.878701 52.397915,4.878227 52.398044,4.877417 52.398296,4.877078 52.398413,4.8768 52.398526,4.874142 52.399779,4.873329 52.400199,4.871524 52.401177,4.870736 52.401679,4.869825 52.402412,4.86894 52.403166,4.86851 52.403549,4.867813 52.404195,4.867407 52.404588,4.866879 52.405116,4.866367 52.40565,4.865872 52.406191,4.865045 52.407149,4.86439 52.407962,4.863683 52.408901,4.8631 52.409905,4.862531 52.411062,4.862149 52.412151,4.861933 52.412927,4.86173 52.414046,4.861772 52.414838,4.861998 52.415682,4.862303 52.416233,4.862783 52.416781,4.86339 52.417308,4.864267 52.417859,4.865056 52.418205,4.86606 52.41853,4.867092 52.418768,4.867967 52.418878,4.869009 52.41895,4.869884 52.418977,4.870713 52.418917,4.871455 52.418822,4.872303 52.418694,4.873791 52.418322,4.874364 52.418124,4.874986 52.417923,4.875806 52.417609,4.877093 52.417095,4.877388 52.41711,4.878091 52.416775,4.879118 52.416318,4.879869 52.415964,4.880531 52.416504,4.88134 52.416125,4.882509 52.416177,4.885627 52.414708,4.887747 52.414919,4.889467 52.414111,4.88901 52.413747,4.893139 52.411792,4.893308 52.411804,4.894325 52.410968,4.893998 52.410175,4.89537 52.409955,4.895048 52.409053,4.896064 52.408688))";"POLYGON((52.408688 4.896064,52.407564 4.895578,52.405702 4.895358,52.404964 4.894881,52.403966 4.895095,52.401981 4.892704,52.398518 4.886316,52.399164 4.885474,52.39734 4.881911,52.397412 4.881295,52.397485 4.880789,52.397568 4.880289,52.397741 4.879425,52.397915 4.878701,52.398044 4.878227,52.398296 4.877417,52.398413 4.877078,52.398526 4.8768,52.399779 4.874142,52.400199 4.873329,52.401177 4.871524,52.401679 4.870736,52.402412 4.869825,52.403166 4.86894,52.403549 4.86851,52.404195 4.867813,52.404588 4.867407,52.405116 4.866879,52.40565 4.866367,52.406191 4.865872,52.407149 4.865045,52.407962 4.86439,52.408901 4.863683,52.409905 4.8631,52.411062 4.862531,52.412151 4.862149,52.412927 4.861933,52.414046 4.86173,52.414838 4.861772,52.415682 4.861998,52.416233 4.862303,52.416781 4.862783,52.417308 4.86339,52.417859 4.864267,52.418205 4.865056,52.41853 4.86606,52.418768 4.867092,52.418878 4.867967,52.41895 4.869009,52.418977 4.869884,52.418917 4.870713,52.418822 4.871455,52.418694 4.872303,52.418322 4.873791,52.418124 4.874364,52.417923 4.874986,52.417609 4.875806,52.417095 4.877093,52.41711 4.877388,52.416775 4.878091,52.416318 4.879118,52.415964 4.879869,52.416504 4.880531,52.416125 4.88134,52.416177 4.882509,52.414708 4.885627,52.414919 4.887747,52.414111 4.889467,52.413747 4.88901,52.411792 4.893139,52.411804 4.893308,52.410968 4.894325,52.410175 4.893998,52.409955 4.89537,52.409053 4.895048,52.408688 4.896064))";4.878897;52.4081585;
